"omCrit","estCrit","obsCrit","trial","OvTrial","CovTrial","wind","CovOmCrit","OvOmCrit","CovResponse","Cov_pA",
30.8836,43.4595,,260,,324,338,30.8836,,2,0.35,
30.8836,41.8893,,261,,326,339,30.8836,,1,0.35,
30.8836,44.4062,,262,,327,341,30.8836,,2,0.35,
30.8836,41.8893,,263,,328,342,30.8836,,2,0.35,
30.8836,41.8893,,264,,329,343,30.8836,,2,0.35,
30.8836,33.2065,,265,,331,344,30.8836,,2,0.35,
30.8836,33.2065,,266,,332,346,30.8836,,2,0.35,
30.8836,13.645,,267,,333,347,30.8836,,1,0.35,
30.8836,14.5264,,268,,334,348,30.8836,,1,0.35,
30.8836,15.3629,,269,,336,349,30.8836,,1,0.35,
30.8836,24.4251,,270,,337,351,41.8893,,2,0.5,
30.8836,46.3743,,271,,338,352,41.8893,,2,0.5,
30.8836,46.3743,,272,,339,353,41.8893,,1,0.5,
30.8836,48.6745,,273,,341,354,41.8893,,1,0.5,
30.8836,64.7839,,274,,342,356,41.8893,,1,0.5,
30.8836,64.7839,,275,,343,357,41.8893,,2,0.5,
30.8836,46.3743,,276,,344,358,41.8893,,1,0.5,
30.8836,39.6123,,277,,346,359,41.8893,,1,0.5,
30.8836,41.8893,,278,,347,361,41.8893,,2,0.5,
30.8836,41.8893,,279,,348,362,41.8893,,1,0.5,
30.8836,44.2793,,280,,349,363,41.8893,,1,0.5,
30.8836,44.2793,,281,,351,364,41.8893,,2,0.5,
30.8836,44.2793,,282,,352,366,41.8893,,2,0.5,
30.8836,44.2793,,283,,353,367,41.8893,,2,0.5,
30.8836,49.6086,,284,,354,368,41.8893,,1,0.5,
30.8836,49.6086,,285,,356,369,41.8893,,1,0.5,
30.8836,49.6086,,286,,357,371,41.8893,,2,0.5,
30.8836,49.6086,,287,,358,372,41.8893,,2,0.5,
30.8836,47.6588,,288,,359,373,41.8893,,1,0.5,
30.8836,47.6588,,289,,361,374,41.8893,,2,0.5,
30.8836,47.6588,,290,,362,376,41.8893,,2,0.5,
30.8836,49.576,,291,,363,377,41.8893,,2,0.5,
30.8836,47.8899,,292,,364,378,41.8893,,2,0.5,
30.8836,47.8899,,293,,366,379,41.8893,,2,0.5,
30.8836,47.8899,,294,,367,381,41.8893,,2,0.5,
30.8836,43.8029,,295,,368,382,41.8893,,2,0.5,
30.8836,43.8029,,296,,369,383,41.8893,,2,0.5,
30.8836,43.8029,,297,,371,384,41.8893,,1,0.5,
30.8836,45.724,,298,,372,386,41.8893,,1,0.5,
30.8836,49.576,,299,,373,387,41.8893,,1,0.5,
30.8836,58.5294,,300,,374,388,41.8893,,1,0.5,
30.8836,76.939,,301,,376,389,41.8893,,2,0.5,
30.8836,76.1343,,302,,377,391,41.8893,,2,0.5,
30.8836,75.3395,,303,,378,392,41.8893,,2,0.5,
30.8836,74.5641,,304,,379,393,41.8893,,1,0.5,
30.8836,74.5641,,305,,381,394,41.8893,,2,0.5,
30.8836,74.5641,,306,,382,396,41.8893,,2,0.5,
30.8836,74.5641,,307,,383,397,41.8893,,2,0.5,
30.8836,71.064,,308,,384,398,41.8893,,1,0.5,
30.8836,71.064,,309,,386,399,41.8893,,1,0.5,
30.8836,71.064,,310,,387,401,41.8893,,2,0.5,
30.8836,71.064,,311,,388,402,41.8893,,1,0.5,
30.8836,71.064,,312,,389,403,41.8893,,1,0.5,
30.8836,52.6312,,313,,391,404,41.8893,,2,0.5,
30.8836,52.6312,,314,,392,406,41.8893,,2,0.5,
30.8836,44.1205,,315,,393,407,41.8893,,1,0.5,
30.8836,44.1205,,316,,394,408,41.8893,,2,0.5,
30.8836,41.8893,,317,,396,409,41.8893,,2,0.5,
30.8836,39.6582,,318,,397,411,41.8893,,1,0.5,
30.8836,39.6582,,319,,398,412,41.8893,,2,0.5,
30.8836,37.4044,,320,,399,413,41.8893,,2,0.5,
30.8836,35.1041,,321,,401,414,41.8893,,2,0.5,
30.8836,35.1041,,322,,402,416,41.8893,,2,0.5,
30.8836,17.6399,,323,,403,417,41.8893,,2,0.5,
30.8836,9.5934,,324,,404,418,41.8893,,2,0.5,
30.8836,8.4392,,325,,406,419,41.8893,,1,0.5,
30.8836,9.5934,,326,,407,421,41.8893,,1,0.5,
30.8836,10.6917,,327,,408,422,41.8893,,1,0.5,
30.8836,10.6917,,328,,409,423,41.8893,,1,0.5,
30.8836,11.7315,,329,,411,424,41.8893,,2,0.5,
30.8836,11.7315,,330,,412,426,41.8893,,2,0.5,
30.8836,11.7315,,331,,413,427,41.8893,,2,0.5,
30.8836,10.6917,,332,,414,428,41.8893,,1,0.5,
30.8836,7.6444,,333,,416,429,41.8893,,1,0.5,
30.8836,8.4392,,334,,417,431,41.8893,,2,0.5,
30.8836,7.6444,,335,,418,432,41.8893,,1,0.5,
30.8836,7.6444,,336,,419,433,41.8893,,1,0.5,
41.8893,10.6917,,337,,421,434,41.8893,,2,0.5,
41.8893,9.5934,,338,,422,436,41.8893,,1,0.5,
41.8893,9.5934,,339,,423,437,41.8893,,1,0.5,
41.8893,9.5934,,340,,424,438,41.8893,,1,0.5,
41.8893,9.5934,,341,,426,439,41.8893,,1,0.5,
41.8893,9.5934,,342,,427,441,41.8893,,1,0.5,
41.8893,9.5934,,343,,428,442,41.8893,,1,0.5,
41.8893,9.5934,,344,,429,443,41.8893,,1,0.5,
41.8893,9.5934,,345,,431,444,41.8893,,2,0.5,
41.8893,8.4392,,346,,432,446,41.8893,,1,0.5,
41.8893,8.4392,,347,,433,447,41.8893,,1,0.5,
41.8893,14.5264,,348,,434,448,41.8893,,1,0.5,
41.8893,14.5264,,349,,436,449,41.8893,,2,0.5,
41.8893,12.7147,,350,,437,451,41.8893,,2,0.5,
41.8893,10.6917,,351,,438,452,41.8893,,1,0.5,
41.8893,6.0443,,352,,439,453,41.8893,,2,0.5,
41.8893,4.9657,,353,,441,454,41.8893,,2,0.5,
41.8893,4.9657,,354,,442,456,41.8893,,2,0.5,
41.8893,21.8829,,355,,443,457,41.8893,,1,0.5,
41.8893,31.3338,,356,,444,458,41.8893,,1,0.5,
41.8893,28.3028,,357,,446,459,41.8893,,2,0.5,
41.8893,68.6899,,358,,447,461,41.8893,,1,0.5,
41.8893,68.6899,,359,,448,462,41.8893,,1,0.5,
41.8893,69.2523,,360,,449,463,41.8893,,1,0.5,
41.8893,36.3845,,361,,451,464,17.2429,,1,0.2,
41.8893,36.3845,,362,,452,466,17.2429,,1,0.2,
41.8893,36.3845,,363,,453,467,17.2429,,1,0.2,
41.8893,33.5145,,364,,454,468,17.2429,,1,0.2,
41.8893,33.5698,,365,,456,469,17.2429,,1,0.2,
41.8893,33.5698,,366,,457,471,17.2429,,1,0.2,
41.8893,34.5072,,367,,458,472,17.2429,,1,0.2,
41.8893,34.5072,,368,,459,473,17.2429,,1,0.2,
41.8893,34.8932,,369,,461,474,17.2429,,1,0.2,
41.8893,37.8453,,370,,462,476,17.2429,,1,0.2,
41.8893,37.8453,,371,,463,477,17.2429,,1,0.2,
41.8893,37.8453,,372,,464,478,17.2429,,1,0.2,
41.8893,38.6135,,373,,466,479,17.2429,,1,0.2,
41.8893,39.0421,,374,,467,481,17.2429,,1,0.2,
41.8893,39.7615,,375,,468,482,17.2429,,1,0.2,
41.8893,41.2684,,376,,469,483,17.2429,,1,0.2,
41.8893,41.2684,,377,,471,484,17.2429,,1,0.2,
41.8893,41.8893,,378,,472,486,17.2429,,2,0.2,
41.8893,40.0892,,379,,473,487,17.2429,,2,0.2,
41.8893,38.763,,380,,474,488,17.2429,,1,0.2,
41.8893,38.763,,381,,476,489,17.2429,,2,0.2,
41.8893,34.2026,,382,,477,491,17.2429,,1,0.2,
41.8893,35.8888,,383,,478,492,17.2429,,1,0.2,
41.8893,38.0547,,384,,479,493,17.2429,,2,0.2,
