"omCrit","estCrit","obsCrit","trial","OvTrial","CovTrial","wind","CovOmCrit","OvOmCrit","CovResponse","Cov_pA",
-52.7627,-63.2142,,403,,503,517,-61.745,,1,0.5,
-52.7627,-60.3176,,404,,504,518,-61.745,,2,0.5,
-52.7627,-61.1527,,405,,506,519,-61.745,,2,0.5,
-52.7627,-64.2965,,406,,507,521,-61.745,,1,0.5,
-52.7627,-64.2965,,407,,508,522,-61.745,,1,0.5,
-52.7627,-61.1527,,408,,509,523,-61.745,,1,0.5,
-52.7627,-56.0742,,409,,511,524,-61.745,,2,0.5,
-52.7627,-55.445,,410,,512,526,-61.745,,1,0.5,
-52.7627,-55.445,,411,,513,527,-61.745,,2,0.5,
-52.7627,-55.445,,412,,514,528,-61.745,,2,0.5,
-52.7627,-56.0742,,413,,516,529,-61.745,,2,0.5,
-52.7627,-59.8866,,414,,517,531,-61.745,,1,0.5,
-52.7627,-59.8866,,415,,518,532,-61.745,,2,0.5,
-52.7627,-61.745,,416,,519,533,-70.7273,,1,0.35,
-52.7627,-61.745,,417,,521,534,-70.7273,,1,0.35,
-52.7627,-59.8866,,418,,522,536,-70.7273,,2,0.35,
-52.7627,-67.2827,,419,,523,537,-70.7273,,1,0.35,
-52.7627,-72.1819,,420,,524,538,-70.7273,,2,0.35,
-52.7627,-73.8498,,421,,526,539,-70.7273,,1,0.35,
-52.7627,-66.4537,,422,,527,541,-70.7273,,2,0.35,
-52.7627,-68.045,,423,,528,542,-70.7273,,1,0.35,
-52.7627,-64.1543,,424,,529,543,-70.7273,,1,0.35,
-52.7627,-64.1543,,425,,531,544,-70.7273,,1,0.35,
-52.7627,-61.745,,426,,532,546,-70.7273,,1,0.35,
-52.7627,-60.3176,,427,,533,547,-70.7273,,2,0.35,
-52.7627,-61.745,,428,,534,548,-70.7273,,2,0.35,
-52.7627,-64.309,,429,,536,549,-70.7273,,1,0.35,
-52.7627,-61.5477,,430,,537,551,-70.7273,,1,0.35,
-52.7627,-61.5477,,431,,538,552,-70.7273,,2,0.35,
-52.7627,-61.745,,432,,539,553,-70.7273,,1,0.35,
-52.7627,-62.5432,,433,,541,554,-70.7273,,2,0.35,
-52.7627,-63.6364,,434,,542,556,-70.7273,,1,0.35,
-52.7627,-62.5432,,435,,543,557,-70.7273,,2,0.35,
-52.7627,-62.5432,,436,,544,558,-70.7273,,2,0.35,
-61.745,-62.5432,,437,,546,559,-70.7273,,1,0.35,
-61.745,-62.5432,,438,,547,561,-70.7273,,1,0.35,
-61.745,-62.5432,,439,,548,562,-70.7273,,1,0.35,
-61.745,-62.5432,,440,,549,563,-70.7273,,1,0.35,
-61.745,-61.745,,441,,551,564,-70.7273,,2,0.35,
-61.745,-62.5432,,442,,552,566,-70.7273,,1,0.35,
-61.745,-62.5432,,443,,553,567,-70.7273,,1,0.35,
-61.745,-60.4545,,444,,554,568,-70.7273,,1,0.35,
-61.745,-60.4545,,445,,556,569,-70.7273,,2,0.35,
-61.745,-61.5477,,446,,557,571,-70.7273,,1,0.35,
-61.745,-61.5477,,447,,558,572,-70.7273,,2,0.35,
-61.745,-63.1981,,448,,559,573,-70.7273,,1,0.35,
-61.745,-61.5477,,449,,561,574,-70.7273,,2,0.35,
-61.745,-63.1981,,450,,562,576,-70.7273,,2,0.35,
-61.745,-64.6416,,451,,563,577,-70.7273,,1,0.35,
-61.745,-63.1981,,452,,564,578,-70.7273,,1,0.35,
-61.745,-59.1976,,453,,566,579,-70.7273,,2,0.35,
-61.745,-61.745,,454,,567,581,-70.7273,,1,0.35,
-61.745,-61.745,,455,,568,582,-70.7273,,2,0.35,
-61.745,-65.7647,,456,,569,583,-70.7273,,1,0.35,
-61.745,-41.9539,,457,,571,584,-70.7273,,1,0.35,
-61.745,-37.9342,,458,,572,586,-70.7273,,2,0.35,
-61.745,-41.3634,,459,,573,587,-70.7273,,2,0.35,
-61.745,-41.3634,,460,,574,588,-70.7273,,2,0.35,
-61.745,-41.3634,,461,,576,589,-70.7273,,1,0.35,
-61.745,-40.7448,,462,,577,591,-70.7273,,1,0.35,
-61.745,-40.7448,,463,,578,592,-70.7273,,1,0.35,
-61.745,-36.8541,,464,,579,593,-70.7273,,2,0.35,
-61.745,-36.8541,,465,,581,594,-70.7273,,1,0.35,
-61.745,-36.2831,,466,,582,596,-70.7273,,1,0.35,
-61.745,-36.2831,,467,,583,597,-70.7273,,2,0.35,
-61.745,-36.8541,,468,,584,598,-70.7273,,1,0.35,
-61.745,-36.2831,,469,,586,599,-70.7273,,1,0.35,
-61.745,-33.9594,,470,,587,601,-70.7273,,1,0.35,
-61.745,-33.468,,471,,588,602,-70.7273,,1,0.35,
-61.745,-32.9754,,472,,589,603,-70.7273,,2,0.35,
-61.745,-34.4448,,473,,591,604,-70.7273,,1,0.35,
-61.745,-34.4448,,474,,592,606,-70.7273,,1,0.35,
-61.745,-33.7961,,475,,593,607,-70.7273,,2,0.35,
