"omCrit","estCrit","obsCrit","trial","OvTrial","wind","CovOmCrit","OvOmCrit",
70.1929,93.5805,,525,,669,83.0112,,
70.1929,93.3534,,526,,671,83.0112,,
70.1929,93.5805,,527,,672,83.0112,,
70.1929,93.5805,,528,,673,83.0112,,
70.1929,93.5805,,529,,674,83.0112,,
70.1929,93.5805,,530,,676,83.0112,,
70.1929,93.5805,,531,,677,83.0112,,
70.1929,93.5805,,532,,678,83.0112,,
70.1929,93.5805,,533,,679,83.0112,,
70.1929,93.5805,,534,,681,83.0112,,
70.1929,93.5805,,535,,682,83.0112,,
70.1929,93.5805,,536,,683,83.0112,,
70.1929,98.2689,,537,,684,83.0112,,
70.1929,98.2689,,538,,686,83.0112,,
70.1929,114.0331,,539,,687,83.0112,,
70.1929,114.404,,540,,688,83.0112,,
70.1929,115.2885,,541,,689,83.0112,,
70.1929,115.7907,,542,,691,83.0112,,
70.1929,115.6223,,543,,692,83.0112,,
70.1929,115.6223,,544,,693,83.0112,,
70.1929,101.0083,,545,,694,83.0112,,
70.1929,95.6135,,546,,696,83.0112,,
70.1929,95.6135,,547,,697,83.0112,,
70.1929,94.8392,,548,,698,83.0112,,
70.1929,92.2059,,549,,699,83.0112,,
70.1929,91.1756,,550,,701,83.0112,,
70.1929,89.2753,,551,,702,83.0112,,
70.1929,89.2753,,552,,703,83.0112,,
70.1929,88.4685,,553,,704,83.0112,,
70.1929,88.4685,,554,,706,83.0112,,
70.1929,88.4685,,555,,707,83.0112,,
70.1929,89.2753,,556,,708,83.0112,,
70.1929,89.2753,,557,,709,83.0112,,
70.1929,89.2753,,558,,711,83.0112,,
70.1929,90.0182,,559,,712,83.0112,,
70.1929,90.0182,,560,,713,83.0112,,
70.1929,90.0182,,561,,714,83.0112,,
70.1929,87.0852,,562,,716,83.0112,,
70.1929,84.2626,,563,,717,83.0112,,
70.1929,84.2626,,564,,718,83.0112,,
70.1929,74.5416,,565,,719,83.0112,,
70.1929,71.3317,,566,,721,83.0112,,
70.1929,71.3317,,567,,722,83.0112,,
70.1929,71.3317,,568,,723,83.0112,,
70.1929,70.4836,,569,,724,83.0112,,
70.1929,71.3317,,570,,726,83.0112,,
70.1929,72.0333,,571,,727,83.0112,,
70.1929,72.7807,,572,,728,83.0112,,
70.1929,75.3685,,573,,729,83.0112,,
70.1929,75.3685,,574,,731,83.0112,,
70.1929,76.4005,,575,,732,83.0112,,
70.1929,76.4005,,576,,733,83.0112,,
70.1929,81.3363,,577,,734,83.0112,,
70.1929,79.4185,,578,,736,83.0112,,
70.1929,79.4185,,579,,737,83.0112,,
70.1929,83.2592,,580,,738,83.0112,,
70.1929,83.2592,,581,,739,83.0112,,
70.1929,81.3363,,582,,741,83.0112,,
70.1929,79.4185,,583,,742,83.0112,,
70.1929,87.7146,,584,,743,83.0112,,
70.1929,87.0852,,585,,744,103.6955,,
70.1929,88.5678,,586,,746,103.6955,,
70.1929,93.3534,,587,,747,103.6955,,
70.1929,93.3534,,588,,748,103.6955,,
70.1929,91.1029,,589,,749,103.6955,,
70.1929,92.4085,,590,,751,103.6955,,
70.1929,93.7318,,591,,752,103.6955,,
70.1929,93.7318,,592,,753,103.6955,,
70.1929,92.1759,,593,,754,103.6955,,
70.1929,92.1759,,594,,756,103.6955,,
70.1929,91.019,,595,,757,103.6955,,
70.1929,89.923,,596,,758,103.6955,,
70.1929,89.923,,597,,759,103.6955,,
70.1929,91.019,,598,,761,103.6955,,
70.1929,91.019,,599,,762,103.6955,,
70.1929,91.019,,600,,763,103.6955,,
70.1929,87.7071,,601,,764,103.6955,,
70.1929,88.5561,,602,,766,103.6955,,
70.1929,90.0182,,603,,767,103.6955,,
70.1929,90.0182,,604,,768,103.6955,,
70.1929,91.5488,,605,,769,103.6955,,
70.1929,91.5488,,606,,771,103.6955,,
70.1929,91.7099,,607,,772,103.6955,,
70.1929,86.0996,,608,,773,103.6955,,
83.0112,86.0996,,609,,774,103.6955,,
83.0112,84.1486,,610,,776,103.6955,,
83.0112,72.4792,,611,,777,103.6955,,
83.0112,72.4792,,612,,778,103.6955,,
83.0112,73.725,,613,,779,103.6955,,
83.0112,72.0333,,614,,781,103.6955,,
83.0112,72.0333,,615,,782,103.6955,,
83.0112,72.0333,,616,,783,103.6955,,
83.0112,73.725,,617,,784,103.6955,,
83.0112,73.725,,618,,786,103.6955,,
83.0112,84.1486,,619,,787,103.6955,,
83.0112,84.1486,,620,,788,103.6955,,
83.0112,86.0996,,621,,789,103.6955,,
83.0112,86.0996,,622,,791,103.6955,,
83.0112,84.1486,,623,,792,103.6955,,
83.0112,86.0996,,624,,793,103.6955,,
83.0112,86.0996,,625,,794,103.6955,,
83.0112,91.7099,,626,,796,103.6955,,
83.0112,91.7099,,627,,797,103.6955,,
83.0112,90.0182,,628,,798,103.6955,,
83.0112,90.0182,,629,,799,103.6955,,
83.0112,91.5488,,630,,801,103.6955,,
83.0112,93.1263,,631,,802,103.6955,,
83.0112,93.1263,,632,,803,103.6955,,
83.0112,95.0265,,633,,804,103.6955,,
83.0112,95.0265,,634,,806,103.6955,,
83.0112,96.1275,,635,,807,103.6955,,
83.0112,97.7205,,636,,808,103.6955,,
83.0112,99.0796,,637,,809,103.6955,,
83.0112,102.1101,,638,,811,103.6955,,
83.0112,97.7205,,639,,812,103.6955,,
83.0112,99.0796,,640,,813,103.6955,,
83.0112,97.7205,,641,,814,103.6955,,
83.0112,98.0522,,642,,816,103.6955,,
83.0112,97.7205,,643,,817,103.6955,,
83.0112,96.3055,,644,,818,103.6955,,
83.0112,94.5009,,645,,819,103.6955,,
83.0112,93.3534,,646,,821,103.6955,,
83.0112,93.3534,,647,,822,103.6955,,
83.0112,92.3398,,648,,823,103.6955,,
83.0112,92.3398,,649,,824,103.6955,,
83.0112,92.3398,,650,,826,103.6955,,
83.0112,93.0879,,651,,827,103.6955,,
83.0112,93.9369,,652,,828,103.6955,,
83.0112,93.0563,,653,,829,103.6955,,
83.0112,93.3534,,654,,831,103.6955,,
83.0112,92.7433,,655,,832,103.6955,,
83.0112,92.2337,,656,,833,103.6955,,
83.0112,92.7699,,657,,834,103.6955,,
83.0112,92.7433,,658,,836,103.6955,,
83.0112,92.9835,,659,,837,103.6955,,
83.0112,91.8036,,660,,838,93.3534,,
83.0112,92.7433,,661,,839,93.3534,,
83.0112,93.3844,,662,,841,93.3534,,
83.0112,93.0827,,663,,842,93.3534,,
83.0112,92.9803,,664,,843,93.3534,,
83.0112,93.0827,,665,,844,93.3534,,
83.0112,92.7433,,666,,846,93.3534,,
83.0112,92.7433,,667,,847,93.3534,,
83.0112,93.6504,,668,,848,93.3534,,
83.0112,95.6877,,669,,849,93.3534,,
83.0112,96.3288,,670,,851,93.3534,,
83.0112,99.2703,,671,,852,93.3534,,
83.0112,96.3288,,672,,853,93.3534,,
83.0112,96.3288,,673,,854,93.3534,,
83.0112,97.1536,,674,,856,93.3534,,
83.0112,97.1536,,675,,857,93.3534,,
83.0112,96.3288,,676,,858,93.3534,,
83.0112,97.1536,,677,,859,93.3534,,
83.0112,95.3529,,678,,861,93.3534,,
83.0112,96.0289,,679,,862,93.3534,,
83.0112,96.4317,,680,,863,93.3534,,
83.0112,98.0522,,681,,864,93.3534,,
83.0112,95.4928,,682,,866,93.3534,,
83.0112,94.4458,,683,,867,93.3534,,
83.0112,94.4458,,684,,868,93.3534,,
83.0112,95.3529,,685,,869,93.3534,,
83.0112,95.3529,,686,,871,93.3534,,
83.0112,95.3529,,687,,872,93.3534,,
83.0112,95.3529,,688,,873,93.3534,,
83.0112,95.3529,,689,,874,93.3534,,
83.0112,94.9031,,690,,876,93.3534,,
83.0112,94.9031,,691,,877,93.3534,,
83.0112,94.2915,,692,,878,93.3534,,
83.0112,94.2915,,693,,879,93.3534,,
83.0112,94.9031,,694,,881,93.3534,,
83.0112,94.5333,,695,,882,93.3534,,
83.0112,95.6877,,696,,883,93.3534,,
83.0112,95.6877,,697,,884,93.3534,,
83.0112,94.5309,,698,,886,93.3534,,
83.0112,92.9749,,699,,887,93.3534,,
83.0112,94.2983,,700,,888,93.3534,,
83.0112,92.9749,,701,,889,93.3534,,
83.0112,94.9969,,702,,891,93.3534,,
83.0112,94.9969,,703,,892,93.3534,,
83.0112,95.158,,704,,893,93.3534,,
83.0112,93.3534,,705,,894,93.3534,,
83.0112,100.6072,,706,,896,93.3534,,
83.0112,97.8331,,707,,897,93.3534,,
83.0112,99.8827,,708,,898,93.3534,,
83.0112,94.0353,,709,,899,93.3534,,
83.0112,91.8779,,710,,901,93.3534,,
83.0112,91.8779,,711,,902,93.3534,,
83.0112,93.3534,,712,,903,93.3534,,
83.0112,91.8779,,713,,904,93.3534,,
83.0112,87.0852,,714,,906,93.3534,,
83.0112,87.0852,,715,,907,93.3534,,
83.0112,80.5703,,716,,908,93.3534,,
83.0112,79.1808,,717,,909,93.3534,,
83.0112,79.1808,,718,,911,93.3534,,
83.0112,80.7536,,719,,912,93.3534,,
83.0112,82.4569,,720,,913,93.3534,,
83.0112,84.1486,,721,,914,93.3534,,
83.0112,86.0996,,722,,916,93.3534,,
83.0112,88.1817,,723,,917,93.3534,,
83.0112,88.1817,,724,,918,93.3534,,
83.0112,90.4203,,725,,919,93.3534,,
83.0112,90.7903,,726,,921,93.3534,,
83.0112,89.3571,,727,,922,93.3534,,
83.0112,72.7807,,728,,923,93.3534,,
83.0112,73.1591,,729,,924,93.3534,,
103.6955,72.0333,,730,,926,93.3534,,
103.6955,72.3508,,731,,927,116.5139,,
103.6955,72.3508,,732,,928,116.5139,,
103.6955,73.1591,,733,,929,116.5139,,
103.6955,73.1591,,734,,931,116.5139,,
103.6955,73.5369,,735,,932,116.5139,,
103.6955,73.5369,,736,,933,116.5139,,
103.6955,73.9122,,737,,934,116.5139,,
103.6955,75.5792,,738,,936,116.5139,,
103.6955,75.5792,,739,,937,116.5139,,
103.6955,75.5792,,740,,938,116.5139,,
103.6955,77.846,,741,,939,116.5139,,
103.6955,77.846,,742,,941,116.5139,,
103.6955,75.5792,,743,,942,116.5139,,
103.6955,75.1555,,744,,943,116.5139,,
103.6955,73.5369,,745,,944,116.5139,,
103.6955,72.3508,,746,,946,116.5139,,
103.6955,71.4996,,747,,947,116.5139,,
103.6955,71.4996,,748,,948,116.5139,,
103.6955,71.4996,,749,,949,116.5139,,
103.6955,72.3508,,750,,951,116.5139,,
103.6955,73.5369,,751,,952,116.5139,,
103.6955,73.5369,,752,,953,116.5139,,
103.6955,72.3508,,753,,954,116.5139,,
103.6955,73.5369,,754,,956,116.5139,,
103.6955,73.5369,,755,,957,116.5139,,
103.6955,73.5369,,756,,958,116.5139,,
103.6955,73.9122,,757,,959,116.5139,,
103.6955,75.5792,,758,,961,116.5139,,
103.6955,75.5792,,759,,962,116.5139,,
103.6955,73.9122,,760,,963,116.5139,,
103.6955,72.6728,,761,,964,116.5139,,
103.6955,72.3508,,762,,966,116.5139,,
103.6955,71.4996,,763,,967,116.5139,,
103.6955,71.2504,,764,,968,116.5139,,
103.6955,71.2504,,765,,969,116.5139,,
103.6955,71.2504,,766,,971,116.5139,,
103.6955,72.0333,,767,,972,116.5139,,
103.6955,93.3534,,768,,973,116.5139,,
103.6955,94.4792,,769,,974,116.5139,,
103.6955,96.0436,,770,,976,116.5139,,
103.6955,96.0436,,771,,977,116.5139,,
103.6955,96.0436,,772,,978,116.5139,,
103.6955,96.0436,,773,,979,116.5139,,
103.6955,96.0436,,774,,981,116.5139,,
103.6955,93.3534,,775,,982,116.5139,,
103.6955,91.8503,,776,,983,116.5139,,
103.6955,93.3534,,777,,984,116.5139,,
103.6955,90.7903,,778,,986,116.5139,,
103.6955,90.7903,,779,,987,116.5139,,
103.6955,89.3571,,780,,988,116.5139,,
103.6955,88.3797,,781,,989,116.5139,,
103.6955,88.3797,,782,,991,116.5139,,
103.6955,86.2007,,783,,992,116.5139,,
103.6955,86.2007,,784,,993,116.5139,,
103.6955,87.0852,,785,,994,116.5139,,
103.6955,89.3571,,786,,996,116.5139,,
103.6955,90.7903,,787,,997,116.5139,,
103.6955,91.8503,,788,,998,116.5139,,
103.6955,90.7934,,789,,999,116.5139,,
103.6955,90.0893,,790,,1001,116.5139,,
103.6955,90.0893,,791,,1002,116.5139,,
103.6955,70.7542,,792,,1003,116.5139,,
103.6955,70.7542,,793,,1004,116.5139,,
103.6955,70.6155,,794,,1006,116.5139,,
103.6955,70.815,,795,,1007,116.5139,,
103.6955,70.815,,796,,1008,116.5139,,
103.6955,70.6466,,797,,1009,116.5139,,
103.6955,70.4836,,798,,1011,116.5139,,
103.6955,85.5354,,799,,1012,116.5139,,
103.6955,85.6985,,800,,1013,116.5139,,
103.6955,85.6985,,801,,1014,116.5139,,
103.6955,85.6985,,802,,1016,116.5139,,
103.6955,85.5354,,803,,1017,116.5139,,
103.6955,83.8785,,804,,1018,116.5139,,
103.6955,84.2484,,805,,1019,116.5139,,
103.6955,82.506,,806,,1021,116.5139,,
103.6955,84.2484,,807,,1022,116.5139,,
103.6955,85.0227,,808,,1023,116.5139,,
103.6955,85.0227,,809,,1024,103.6955,,
103.6955,85.0227,,810,,1026,103.6955,,
103.6955,85.0227,,811,,1027,103.6955,,
103.6955,84.295,,812,,1028,103.6955,,
103.6955,84.295,,813,,1029,103.6955,,
103.6955,86.0996,,814,,1031,103.6955,,
103.6955,84.295,,815,,1032,103.6955,,
103.6955,84.295,,816,,1033,103.6955,,
103.6955,84.295,,817,,1034,103.6955,,
103.6955,86.2814,,818,,1036,103.6955,,
103.6955,86.2814,,819,,1037,103.6955,,
103.6955,86.2814,,820,,1038,103.6955,,
103.6955,86.2814,,821,,1039,103.6955,,
103.6955,86.0996,,822,,1041,103.6955,,
103.6955,74.2838,,823,,1042,103.6955,,
93.3534,74.2838,,824,,1043,103.6955,,
93.3534,74.2838,,825,,1044,103.6955,,
93.3534,74.2838,,826,,1046,103.6955,,
93.3534,76.4005,,827,,1047,103.6955,,
93.3534,77.0579,,828,,1048,103.6955,,
93.3534,77.0579,,829,,1049,103.6955,,
93.3534,88.8737,,830,,1051,103.6955,,
93.3534,94.3854,,831,,1052,103.6955,,
93.3534,94.3854,,832,,1053,103.6955,,
93.3534,94.3854,,833,,1054,103.6955,,
93.3534,94.3854,,834,,1056,103.6955,,
93.3534,96.2912,,835,,1057,103.6955,,
93.3534,97.7205,,836,,1058,103.6955,,
93.3534,102.1101,,837,,1059,103.6955,,
93.3534,97.7205,,838,,1061,103.6955,,
93.3534,97.7205,,839,,1062,103.6955,,
93.3534,97.7205,,840,,1063,103.6955,,
93.3534,97.7205,,841,,1064,103.6955,,
93.3534,96.2912,,842,,1066,103.6955,,
93.3534,95.045,,843,,1067,103.6955,,
93.3534,95.4928,,844,,1068,103.6955,,
93.3534,94.7401,,845,,1069,103.6955,,
93.3534,94.7401,,846,,1071,103.6955,,
93.3534,95.349,,847,,1072,103.6955,,
93.3534,95.349,,848,,1073,103.6955,,
93.3534,94.7401,,849,,1074,103.6955,,
93.3534,94.7401,,850,,1076,103.6955,,
93.3534,93.3534,,851,,1077,103.6955,,
93.3534,93.7265,,852,,1078,103.6955,,
93.3534,93.2488,,853,,1079,103.6955,,
93.3534,93.5601,,854,,1081,103.6955,,
93.3534,93.1282,,855,,1082,103.6955,,
93.3534,92.5052,,856,,1083,103.6955,,
93.3534,92.5052,,857,,1084,103.6955,,
93.3534,92.5052,,858,,1086,103.6955,,
93.3534,90.7233,,859,,1087,103.6955,,
93.3534,89.7598,,860,,1088,103.6955,,
93.3534,89.0046,,861,,1089,103.6955,,
93.3534,88.5269,,862,,1091,103.6955,,
93.3534,87.4365,,863,,1092,103.6955,,
93.3534,86.5373,,864,,1093,103.6955,,
93.3534,85.5354,,865,,1094,103.6955,,
93.3534,86.5373,,866,,1096,103.6955,,
93.3534,85.5354,,867,,1097,103.6955,,
93.3534,78.5397,,868,,1098,103.6955,,
93.3534,77.3761,,869,,1099,103.6955,,
93.3534,78.5397,,870,,1101,103.6955,,
93.3534,85.9053,,871,,1102,103.6955,,
93.3534,85.9053,,872,,1103,103.6955,,
93.3534,78.5397,,873,,1104,103.6955,,
93.3534,79.634,,874,,1106,103.6955,,
93.3534,78.5397,,875,,1107,103.6955,,
93.3534,86.5373,,876,,1108,103.6955,,
93.3534,86.5373,,877,,1109,103.6955,,
93.3534,89.5531,,878,,1111,103.6955,,
93.3534,88.9334,,879,,1112,103.6955,,
93.3534,88.9334,,880,,1113,103.6955,,
93.3534,88.9334,,881,,1114,103.6955,,
93.3534,88.9334,,882,,1116,103.6955,,
93.3534,88.6545,,883,,1117,103.6955,,
93.3534,88.6545,,884,,1118,93.3534,,
93.3534,91.214,,885,,1119,93.3534,,
93.3534,91.9667,,886,,1121,93.3534,,
93.3534,91.9667,,887,,1122,93.3534,,
93.3534,91.9667,,888,,1123,93.3534,,
93.3534,91.9667,,889,,1124,93.3534,,
93.3534,91.9667,,890,,1126,93.3534,,
93.3534,92.7699,,891,,1127,93.3534,,
93.3534,94.5309,,892,,1128,93.3534,,
93.3534,94.5309,,893,,1129,93.3534,,
93.3534,98.1507,,894,,1131,93.3534,,
93.3534,94.2983,,895,,1132,93.3534,,
93.3534,94.2983,,896,,1133,93.3534,,
93.3534,92.9749,,897,,1134,93.3534,,
93.3534,91.6617,,898,,1136,93.3534,,
93.3534,91.6617,,899,,1137,93.3534,,
93.3534,88.9862,,900,,1138,93.3534,,
93.3534,93.3534,,901,,1139,93.3534,,
93.3534,92.3214,,902,,1141,93.3534,,
93.3534,94.0353,,903,,1142,93.3534,,
93.3534,95.7185,,904,,1143,93.3534,,
93.3534,94.0353,,905,,1144,93.3534,,
93.3534,92.3214,,906,,1146,93.3534,,
93.3534,90.4155,,907,,1147,93.3534,,
93.3534,89.8405,,908,,1148,93.3534,,
93.3534,87.0852,,909,,1149,93.3534,,
93.3534,80.5703,,910,,1151,93.3534,,
93.3534,82.3096,,911,,1152,93.3534,,
93.3534,82.4569,,912,,1153,93.3534,,
116.5139,82.4569,,913,,1154,93.3534,,
116.5139,82.4569,,914,,1156,93.3534,,
116.5139,88.5561,,915,,1157,93.3534,,
116.5139,87.1784,,916,,1158,93.3534,,
116.5139,87.1784,,917,,1159,93.3534,,
116.5139,86.5373,,918,,1161,93.3534,,
116.5139,86.5373,,919,,1162,93.3534,,
116.5139,86.5373,,920,,1163,93.3534,,
116.5139,90.3779,,921,,1164,93.3534,,
116.5139,92.4152,,922,,1166,93.3534,,
116.5139,92.8172,,923,,1167,93.3534,,
116.5139,93.2488,,924,,1168,93.3534,,
116.5139,92.712,,925,,1169,93.3534,,
116.5139,92.712,,926,,1171,93.3534,,
116.5139,91.8621,,927,,1172,93.3534,,
116.5139,91.0562,,928,,1173,93.3534,,
116.5139,91.8621,,929,,1174,93.3534,,
116.5139,91.8621,,930,,1176,93.3534,,
116.5139,91.8621,,931,,1177,93.3534,,
116.5139,92.8172,,932,,1178,93.3534,,
116.5139,92.4152,,933,,1179,93.3534,,
116.5139,92.4152,,934,,1181,93.3534,,
116.5139,92.1735,,935,,1182,93.3534,,
116.5139,91.3538,,936,,1183,93.3534,,
116.5139,,,937,,,,,
116.5139,,,938,,,,,
116.5139,,,939,,,,,
116.5139,,,940,,,,,
116.5139,,,941,,,,,
116.5139,,,942,,,,,
116.5139,,,943,,,,,
116.5139,,,944,,,,,
116.5139,,,945,,,,,
116.5139,,,946,,,,,
116.5139,,,947,,,,,
116.5139,,,948,,,,,
116.5139,,,949,,,,,
116.5139,,,950,,,,,
116.5139,,,951,,,,,
116.5139,,,952,,,,,
116.5139,,,953,,,,,
116.5139,,,954,,,,,
116.5139,,,955,,,,,
116.5139,,,956,,,,,
116.5139,,,957,,,,,
116.5139,,,958,,,,,
116.5139,,,959,,,,,
116.5139,,,960,,,,,
116.5139,,,961,,,,,
116.5139,,,962,,,,,
116.5139,,,963,,,,,
116.5139,,,964,,,,,
116.5139,,,965,,,,,
116.5139,,,966,,,,,
116.5139,,,967,,,,,
116.5139,,,968,,,,,
116.5139,,,969,,,,,
116.5139,,,970,,,,,
116.5139,,,971,,,,,
116.5139,,,972,,,,,
116.5139,,,973,,,,,
116.5139,,,974,,,,,
116.5139,,,975,,,,,
116.5139,,,976,,,,,
116.5139,,,977,,,,,
116.5139,,,978,,,,,
116.5139,,,979,,,,,
116.5139,,,980,,,,,
116.5139,,,981,,,,,
116.5139,,,982,,,,,
116.5139,,,983,,,,,
116.5139,,,984,,,,,
116.5139,,,985,,,,,
116.5139,,,986,,,,,
116.5139,,,987,,,,,
116.5139,,,988,,,,,
116.5139,,,989,,,,,
116.5139,,,990,,,,,
116.5139,,,991,,,,,
116.5139,,,992,,,,,
116.5139,,,993,,,,,
116.5139,,,994,,,,,
116.5139,,,995,,,,,
116.5139,,,996,,,,,
116.5139,,,997,,,,,
116.5139,,,998,,,,,
116.5139,,,999,,,,,
116.5139,,,1000,,,,,
116.5139,,,1001,,,,,
116.5139,,,1002,,,,,
116.5139,,,1003,,,,,
116.5139,,,1004,,,,,
116.5139,,,1005,,,,,
116.5139,,,1006,,,,,
116.5139,,,1007,,,,,
116.5139,,,1008,,,,,
116.5139,,,1009,,,,,
116.5139,,,1010,,,,,
103.6955,,,1011,,,,,
103.6955,,,1012,,,,,
103.6955,,,1013,,,,,
103.6955,,,1014,,,,,
103.6955,,,1015,,,,,
103.6955,,,1016,,,,,
103.6955,,,1017,,,,,
103.6955,,,1018,,,,,
103.6955,,,1019,,,,,
103.6955,,,1020,,,,,
103.6955,,,1021,,,,,
103.6955,,,1022,,,,,
103.6955,,,1023,,,,,
103.6955,,,1024,,,,,
103.6955,,,1025,,,,,
103.6955,,,1026,,,,,
103.6955,,,1027,,,,,
103.6955,,,1028,,,,,
103.6955,,,1029,,,,,
103.6955,,,1030,,,,,
103.6955,,,1031,,,,,
103.6955,,,1032,,,,,
103.6955,,,1033,,,,,
103.6955,,,1034,,,,,
103.6955,,,1035,,,,,
103.6955,,,1036,,,,,
103.6955,,,1037,,,,,
103.6955,,,1038,,,,,
103.6955,,,1039,,,,,
103.6955,,,1040,,,,,
103.6955,,,1041,,,,,
103.6955,,,1042,,,,,
103.6955,,,1043,,,,,
103.6955,,,1044,,,,,
103.6955,,,1045,,,,,
103.6955,,,1046,,,,,
103.6955,,,1047,,,,,
103.6955,,,1048,,,,,
103.6955,,,1049,,,,,
103.6955,,,1050,,,,,
103.6955,,,1051,,,,,
103.6955,,,1052,,,,,
103.6955,,,1053,,,,,
103.6955,,,1054,,,,,
103.6955,,,1055,,,,,
103.6955,,,1056,,,,,
103.6955,,,1057,,,,,
103.6955,,,1058,,,,,
103.6955,,,1059,,,,,
103.6955,,,1060,,,,,
103.6955,,,1061,,,,,
103.6955,,,1062,,,,,
103.6955,,,1063,,,,,
103.6955,,,1064,,,,,
103.6955,,,1065,,,,,
103.6955,,,1066,,,,,
103.6955,,,1067,,,,,
103.6955,,,1068,,,,,
103.6955,,,1069,,,,,
103.6955,,,1070,,,,,
103.6955,,,1071,,,,,
103.6955,,,1072,,,,,
103.6955,,,1073,,,,,
103.6955,,,1074,,,,,
103.6955,,,1075,,,,,
103.6955,,,1076,,,,,
103.6955,,,1077,,,,,
103.6955,,,1078,,,,,
103.6955,,,1079,,,,,
103.6955,,,1080,,,,,
103.6955,,,1081,,,,,
103.6955,,,1082,,,,,
103.6955,,,1083,,,,,
103.6955,,,1084,,,,,
103.6955,,,1085,,,,,
103.6955,,,1086,,,,,
103.6955,,,1087,,,,,
103.6955,,,1088,,,,,
103.6955,,,1089,,,,,
103.6955,,,1090,,,,,
103.6955,,,1091,,,,,
103.6955,,,1092,,,,,
103.6955,,,1093,,,,,
103.6955,,,1094,,,,,
103.6955,,,1095,,,,,
103.6955,,,1096,,,,,
103.6955,,,1097,,,,,
103.6955,,,1098,,,,,
103.6955,,,1099,,,,,
103.6955,,,1100,,,,,
103.6955,,,1101,,,,,
103.6955,,,1102,,,,,
103.6955,,,1103,,,,,
93.3534,,,1104,,,,,
93.3534,,,1105,,,,,
93.3534,,,1106,,,,,
93.3534,,,1107,,,,,
93.3534,,,1108,,,,,
93.3534,,,1109,,,,,
93.3534,,,1110,,,,,
93.3534,,,1111,,,,,
93.3534,,,1112,,,,,
93.3534,,,1113,,,,,
93.3534,,,1114,,,,,
93.3534,,,1115,,,,,
93.3534,,,1116,,,,,
93.3534,,,1117,,,,,
93.3534,,,1118,,,,,
93.3534,,,1119,,,,,
93.3534,,,1120,,,,,
93.3534,,,1121,,,,,
93.3534,,,1122,,,,,
93.3534,,,1123,,,,,
93.3534,,,1124,,,,,
93.3534,,,1125,,,,,
93.3534,,,1126,,,,,
93.3534,,,1127,,,,,
93.3534,,,1128,,,,,
93.3534,,,1129,,,,,
93.3534,,,1130,,,,,
93.3534,,,1131,,,,,
93.3534,,,1132,,,,,
93.3534,,,1133,,,,,
93.3534,,,1134,,,,,
93.3534,,,1135,,,,,
93.3534,,,1136,,,,,
93.3534,,,1137,,,,,
93.3534,,,1138,,,,,
93.3534,,,1139,,,,,
93.3534,,,1140,,,,,
93.3534,,,1141,,,,,
93.3534,,,1142,,,,,
93.3534,,,1143,,,,,
93.3534,,,1144,,,,,
93.3534,,,1145,,,,,
93.3534,,,1146,,,,,
93.3534,,,1147,,,,,
93.3534,,,1148,,,,,
93.3534,,,1149,,,,,
93.3534,,,1150,,,,,
93.3534,,,1151,,,,,
93.3534,,,1152,,,,,
93.3534,,,1153,,,,,
93.3534,,,1154,,,,,
93.3534,,,1155,,,,,
93.3534,,,1156,,,,,
93.3534,,,1157,,,,,
93.3534,,,1158,,,,,
93.3534,,,1159,,,,,
93.3534,,,1160,,,,,
93.3534,,,1161,,,,,
93.3534,,,1162,,,,,
93.3534,,,1163,,,,,
93.3534,,,1164,,,,,
93.3534,,,1165,,,,,
93.3534,,,1166,,,,,
93.3534,,,1167,,,,,
93.3534,,,1168,,,,,
93.3534,,,1169,,,,,
93.3534,,,1170,,,,,
93.3534,,,1171,,,,,
93.3534,,,1172,,,,,
93.3534,,,1173,,,,,
93.3534,,,1174,,,,,
93.3534,,,1175,,,,,
93.3534,,,1176,,,,,
93.3534,,,1177,,,,,
93.3534,,,1178,,,,,
93.3534,,,1179,,,,,
93.3534,,,1180,,,,,
93.3534,,,1181,,,,,
93.3534,,,1182,,,,,
93.3534,,,1183,,,,,
93.3534,,,1184,,,,,
93.3534,,,1185,,,,,
93.3534,,,1186,,,,,
93.3534,,,1187,,,,,
93.3534,,,1188,,,,,
93.3534,,,1189,,,,,
93.3534,,,1190,,,,,
93.3534,,,1191,,,,,
93.3534,,,1192,,,,,
93.3534,,,1193,,,,,
93.3534,,,1194,,,,,
93.3534,,,1195,,,,,
93.3534,,,1196,,,,,
93.3534,,,1197,,,,,
93.3534,,,1198,,,,,
93.3534,,,1199,,,,,
93.3534,,,1200,,,,,

